OBJECTID,CODIGO,nombre,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INSTALACION,altitud,latitud,longitud,DEPARTAMENTO,MUNICIPIO,AREA_OPERATIVA,AREA_HIDROGRAFICA,ZONA_HIDROGRAFICA,CORRIENTE,FECHA_SUSPENSION,SUBZONA_HIDROGRAFICA,ENTIDAD
3755,52045030,SAN BERNARDO [52045030],Climática Ordinaria,Convencional,Activa,1972-09-15,2190,1.53872222,-77.03261111,Nariño,San Bernardo (Nariño),Area Operativa 07 - Nariño-Putumayo,Pacifico,Patía,Saspi,,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3756,52045040,TAMINANGO [52045040],Climática Ordinaria,Convencional,Activa,1972-10-15,1875,1.54916667,-77.2675,Nariño,Taminango,Area Operativa 07 - Nariño-Putumayo,Pacifico,Patía,Saspi,,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3757,44037050,VENECIA [44037050],Limnigráfica,Convencional,Activa,1971-02-15,520,1.56311111,-75.52930556,Caquetá,Florencia (Caquetá),Area Operativa 04 - Huila-Caquetá,Amazonas,Caquetá,Orteguaza,,Río Orteguaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3758,21010240,VILLALOBOS TV [21010240],Pluviométrica,Convencional,Suspendida,1980-05-15,2270,1.53333333,-76.23333333,Huila,Pitalito,Area Operativa 04 - Huila-Caquetá,Amazonas,Caquetá,Saspi,2005-07-15,Alto Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3759,44030070,MARACAIBO [44030070],Pluviométrica,Convencional,Suspendida,1984-08-15,265,1.53333333,-75.4,Caquetá,Florencia (Caquetá),Area Operativa 04 - Huila-Caquetá,Amazonas,Caquetá,Saspi,2005-07-15,Río Orteguaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3760,52030080,TAMINANGO [52030080],Pluviométrica,Convencional,Suspendida,1965-09-15,1680,1.55,-77.28333333,Nariño,Taminango,Area Operativa 07 - Nariño-Putumayo,Pacifico,Patía,Saspi,2008-03-31,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3761,51025040,MIRA EL GRANJA [51025040],Radio Sonda,Convencional,Suspendida,1974-03-15,16,1.56666667,-78.68333333,Nariño,Tumaco,Area Operativa 07 - Nariño-Putumayo,Pacifico,Mira,Orteguaza,1987-03-15,Río Rosario,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3762,48015060,PNN AMACAYACU - AUT [48015060] ,Meteorológica Especial,Automática con Telemetría,Suspendida,2016-12-30 19:00,330,-3.80219444,-70.66197778,Amazonas,Puerto Nariño,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Amazonas - Directos,0,2019-05-03 10:01,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3763,52027010,GUACHICONO [52027010],Limnigráfica,Automática con Telemetría,Activa,1992-08-15,720,2.04638889,-77.00305556,Cauca,Bolívar (Cauca),Area Operativa 07 - Nariño-Putumayo,Pacifico,Patía,Guachicono,,Río Guachicono,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3764,52020010,GUACHICONO [52020010],Pluviométrica,Convencional,Activa,1971-03-15,720,2.04638889,-77.00305556,Cauca,Bolívar (Cauca),Area Operativa 07 - Nariño-Putumayo,Pacifico,Patía,Guachicono,,Río Guachicono,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3765,21027010,PERICONGO [21027010],Limnigráfica,Convencional,Activa,1980-06-15,839,2.05316667,-75.85188889,Huila,Altamira,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Magdalena,,Río Timaná y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3766,48015050,AEROPUERTO VASQUEZ COBO [48015050],Sinóptica Principal,Automática con Telemetría,Activa,2009-07-22,84,-4.19386111,-69.94091667,Amazonas,Leticia,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Amazonas - Directos,Amazonas,,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3767,48017030,NAZARETH [48017030],Limnigráfica,Convencional,Activa,1987-11-15,119,-4.12019444,-70.03608333,Amazonas,Leticia,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Amazonas - Directos,Amazonas,,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3768,48015030,PARQUE AMACAYACU [48015030],Climática Ordinaria,Convencional,Suspendida,1992-11-15,82,-3.81913889,-70.26088889,Amazonas,Leticia,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Amazonas - Directos,0,2018-08-16 14:18,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3769,47107010,TARAPACA [47107010],Limnigráfica,Convencional,Activa,1986-05-15,98,-2.89472222,-69.73555556,Amazonas,Tarapacá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Putumayo,Putumayo,,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3770,47107030,SANTA LUCIA [47107030],Limnimétrica,Convencional,Activa,1994-08-15,72,-2.86480556,-69.83169444,Amazonas,Tarapacá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Putumayo,Cotuhe,,Río Cotuhe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3771,44037110,BOCATOMA N 2 [44037110],Limnimétrica,Convencional,Suspendida,1973-03-15,470,1.56666667,-75.28333333,Caquetá,El Paujil,Area Operativa 04 - Huila-Caquetá,Amazonas,Caquetá,Paujil,1977-10-15,Río Orteguaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3772,48017040,BOCAS DEL ATACUARI [48017040],Limnimétrica,Convencional,Suspendida,1989-03-15,93,-3.83519444,-70.62561111,Amazonas,Puerto Nariño,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Amazonas - Directos,Atacuari,2010-11-29,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3773,48017070,PARQUE AMACAYACU [48017070],Limnimétrica,Convencional,Suspendida,1992-11-15,82,-3.81872222,-70.26066667,Amazonas,Leticia,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Amazonas - Directos,Amazonas,2011-09-20,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3774,48017020,PUERTO NARINO [48017020],Limnimétrica,Convencional,Suspendida,1987-02-15,80,-3.78238889,-70.36430556,Amazonas,Puerto Nariño,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Amazonas - Directos,Amazonas,2011-09-20,Directos Río Amazonas (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3775,47090010,GAUDENCIO [47090010],Pluviométrica,Convencional,Suspendida,1986-05-15,115,-2.48333333,-70.3,Amazonas,Tarapacá,Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,Cotuhe,1994-03-15,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3776,47087030,TROMPETEROS [47087030],Limnimétrica,Convencional,Suspendida,2007-08-23 19:00,90,-2.26727778,-71.51497222,Amazonas,Puerto Arica,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Putumayo,Putumayo,2019-03-28 4:50,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3777,47067020,ESTRECHO-MARANDUA [47067020],Limnimétrica,Convencional,Activa,1986-04-15,120,-2.44397222,-72.67277778,Amazonas,Puerto Arica,Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,Putumayo,,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3778,47057010,SAN RAFAEL [47057010],Limnimétrica,Convencional,Activa,1986-04-15,125,-1.68866667,-73.23975,Amazonas,El Encanto,Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,Cara Parana,,Río Cará-Paraná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3779,47040050,SAN AGUSTIN [47040050],Pluviométrica,Convencional,Activa,1986-04-15,125,-1.61069444,-73.48483333,Amazonas,El Encanto,Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,Cara Parana,,Río Putumayo Directos (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3780,47047040,SAN AGUSTIN [47047040],Limnimétrica,Convencional,Activa,1986-04-15,125,-1.61002778,-73.48552778,Amazonas,El Encanto,Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,Putumayo,,Río Putumayo Directos (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3781,26120180,ALAMBRADO EL-ALERT [26120180],Pluviométrica,Convencional,Activa,1977-04-15,171,4.40930556,-75.87533333,Valle del Cauca,Zarzal,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3782,2403000118,PM LA LAGUNA,Pluviométrica,Automática con Telemetría,Activa,,2786,6.44716667,-72.49769444,Boyacá,Guacamayas,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,0,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3783,23197090,SAN ALBERTO [23197090],Limnimétrica,Convencional,Suspendida,1979-11-15,330,7.51666667,-73.51666667,Santander,Rionegro (Santander),Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,Magdalena,2018-06-19 10:49,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3784,26197030,REMOLINO EL [26197030],Limnigráfica,Automática sin Telemetría,Suspendida,1971-09-14 19:00,1600,5.85641667,-75.9145,Antioquia,Pueblorrico,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,San Juan,2019-08-22 10:50,Río San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3785,2403700148,PUENTE CASIANO - AUT [2403700148],Limnigráfica,Automática con Telemetría,En Mantenimiento,2019-07-21 19:00,2607,6.5704,-72.4703,Boyacá,Chiscas,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,1253,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3786,13077040,LA DOCTRINA[13077040],Limnimétrica,Convencional,Activa,1963-06-14 19:00,20,9.29722222,-75.89277778,Córdoba,Lorica,Area Operativa 02 - Atlántico-Bolivar-Sucre,Caribe,Sinú,Sinu,,Bajo Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3787,29045180,LAS FLORES - AUT [29045180],Climática Principal,Automática con Telemetría,Suspendida,2006-08-30 19:00,2,11.03936111,-74.81975,Atlantico,Barranquilla,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena,Magdalena,2019-08-23 6:21,Directos al Bajo Magdalena entre Calamar y desembocadura,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3788,23060200,SUPATA [23060200],Pluviométrica,Convencional,Activa,1974-09-14 19:00,1798,5.05969444,-74.23916667,Cundinamarca,Supata,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Medio Magdalena,0,,Río Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3789,47100010,TARAPACA [47100010],Pluviométrica,Convencional,Activa,1986-05-14 19:00,100,-2.89472222,-69.73569444,Amazonas,Tarapacá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Putumayo,Putumayo,,Río Putumayo Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3790,44017100,ANGOSTURAS - RÍO PUTUMAYO [44017100],Limnigráfica,Convencional,Suspendida,1981-06-14 19:00,200,0.39541667,-76.33613889,Putumayo,Puerto Asís,Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,Putumayo,2019-08-23 6:29,Río Putumayo Medio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3791,25025240,MAJAGUAL,Climática Principal,Convencional,Activa,1974-11-14 19:00,26,8.54269444,-74.62733333,Sucre,Majagual,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,0,,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3792,11147020,BAJIRA [11147020],Limnigráfica,Convencional,Suspendida,1990-09-14 19:00,2,7.36844444,-76.72727778,Chocó,Riosucio (Choco),Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,Bajira,2019-08-22 11:06,Río Sucio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3793,53070030,PUERTO LOPEZ [53070030],Pluviométrica,Convencional,Activa,1960-04-14 19:00,80,2.84527778,-77.24897222,Cauca,López,Area Operativa 07 - Nariño-Putumayo,Pacifico,Tapaje - Dagua - Directos,0,,Río San Juan del Micay,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3794,47060010,EL ENCANTO [47060010],Pluviométrica,Convencional,Activa,1986-04-14,120,1.74833333,-73.20944444,Guaviare,Calamar (Guaviare),Area Operativa 03 - Meta-Guaviare-Guainía,Amazonas,Apaporis,Putumayo,,Río Tunia ó Macayá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3795,47100020,SANTA LUCIA [47100020],Pluviométrica,Convencional,Activa,1994-08-14 19:00,72,-2.86480556,-69.83169444,Amazonas,Tarapacá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Putumayo,Cotuhe,,Río Cotuhe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3796,2601000117,PUENTE ARAGÓN [26010100],Pluviométrica,Convencional,Activa,2007-12-06 19:00,2470,2.19158333,-76.48230556,Cauca,Puracé (Coconuco),Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Cauca,,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3797,2601000116,PUENTE ARAGON [26010100],Pluviométrica,Convencional,Activa,2005-03-22 19:00,2470,2.19158333,-76.48230556,Cauca,Puracé (Coconuco),Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,0,,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3798,2802500079,Caracoli,Climática Principal,Automática con Telemetría,Activa,2016-12-22 19:00,120,10.08869444,-73.73166667,Cesar,Valledupar,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Cesar,0,,Medio Cesar,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3799,21057120,SAN JUAN [21057120],Limnimétrica,Convencional,Activa,2000-12-14 19:00,345,2.35188889,-76.31305556,Cauca,Inzá,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Alto Magdalena,Bedon,,Río Páez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3800,2403000117,PM LA LAGUNA,Pluviométrica,Automática con Telemetría,Activa,,2786,6.44716667,-72.49769444,Boyacá,Guacamayas,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,0,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3801,24011080,CUCUNUBA1,Pluviométrica,Convencional,Activa,1987-05-14 19:00,3,5.25,-73.77,Cundinamarca,Cucunubá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Sogamoso,0,,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3802,26055020,TIMBA [26055020],Climática Ordinaria,Convencional,Suspendida,1979-07-15,124,3.11711111,-76.62402778,Valle del Cauca,Jamundí,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,0,2018-06-19 10:10,Río Timba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3803,21245030,ALVARADO [21245030],Climática Ordinaria,Convencional,Suspendida,1937-01-15,439,4.56788889,-74.95130556,Tolima,Alvarado,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,0,2018-06-19 10:12,Río Totare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3804,21255070,BLEDONIA [21255070],Climática Ordinaria,Convencional,Suspendida,1963-08-15,500,4.93333333,-74.91666667,Tolima,Lérida,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,0,2018-06-19 10:12,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3805,47040020,EL REFUGIO [47040020],Pluviométrica,Convencional,Activa,1986-04-15,140,-0.55916667,-74.38666667,Amazonas,Puerto Alegría,Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,0,,Río Putumayo Directos (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3806,23215060,LA GLORIA [23215060],Climática Ordinaria,Convencional,Suspendida,1995-05-15,35,8.61527778,-73.80055556,Cesar,La Gloria,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,0,2018-06-19 10:35,Quebrada El Carmen y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3807,26035040,LA SALVAJINA [26035040],Climática Principal,Convencional,Suspendida,2008-03-31,1130,2.95,-76.7,Cauca,Suárez (Cauca),Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,0,2018-06-19 10:39,Río Piendamo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3808,32067020,LEJANIAS [32067020],Limnigráfica,Convencional,Suspendida,2011-02-25,707,3.53333333,-74.01666667,Meta,Lejanías,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Guaviare,Ariari,2018-06-19 10:42,Río Ariari,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3809,32155010,MAPIRIPANA [32155010],Climática Ordinaria,Convencional,Activa,1983-12-15,140,2.8,-70.53333333,Guaviare,San José Del Guaviare,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Guaviare,0,,Medio Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3810,23207020,MORALES [23207020],Limnimétrica,Convencional,Suspendida,1996-02-15,46,8.28333333,-73.86666667,Bolívar,Morales (Bolívar),Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,Morales,2018-06-19 10:44,Directos al Magdalena (Brazo Morales),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3811,32105060,MUCUARE [32105060],Climática Ordinaria,Convencional,Suspendida,1986-03-15,146,2.86666667,-71.53333333,Guaviare,San José Del Guaviare,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Guaviare,0,2018-06-19 10:45,Medio Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3812,25025140,NECHI [25025140],Climática Ordinaria,Convencional,Suspendida,2002-05-15,25,8.1,-74.76666667,Antioquia,Nechí,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Nechí,0,2018-06-19 10:46,Bajo Nechí (md),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3813,23117040,PUERTO BOYACA [23117040],Limnimétrica,Convencional,Suspendida,1976-01-15,350,5.97833333,-74.56666667,Boyacá,Puerto Boyacá,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,Magdalena,2018-06-19 10:47,Directos al Magdalena Medio entre ríos Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3814,24035180,SAN RAFAEL [24035180],Climática Ordinaria,Convencional,Suspendida,2003-08-15,2548,5.78333333,-72.98333333,Boyacá,Nobsa,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,0,2018-06-19 10:53,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3815,16055050,SANTA LUCIA [16055050],Climática Ordinaria,Convencional,Suspendida,1973-08-15,2140,8.06666667,-73.23333333,Norte de Santander,Ábrego,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,0,2018-06-19 10:54,Río Algodonal (Alto Catatumbo),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3816,35027520,BOCATOMA EAAB - AUT [35027520],Limnigráfica,Automática sin Telemetría,Activa,2008-12-23,3077,4.66102778,-73.83333333,Cundinamarca,La Calera,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Calostros,,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3817,21217010,CHICORAL [21217010],Limnimétrica,Convencional,Suspendida,1963-04-15,432,4.23152778,-74.99536111,Tolima,Espinal,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Coello,2018-06-19 10:26,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3818,21206650,COLEGIO SAN CAYETANO [21206650],Climática Ordinaria,Convencional,Activa,2001-11-15,3100,4.51675278,-74.08822222,Bogotá,Bogota  D.C,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,0,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3819,16045020,EL TARRA [16045020],Climática Ordinaria,Convencional,Suspendida,2014-08-28,180,8.58861111,-73.08111111,Norte de Santander,El Tarra,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,0,2018-06-19 10:30,Río Tarra,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3820,35125010,HACIENDA LAS MARGARITAS [35125010],Climática Ordinaria,Convencional,Activa,1976-05-15,150,4.34055556,-72.15636111,Meta,Puerto López,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,0,,Río Yucao,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3821,21205970,HACIENDA SANTA ANA [21205970],Meteorológica Especial,Convencional,Activa,1977-02-15,2572,5.0905,-73.88125,Cundinamarca,Nemocón,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,0,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3822,21115120,LA BOCA [21115120],Climática Ordinaria,Convencional,Suspendida,1991-06-15,430,3.18333333,-75.26666667,Huila,Aipe,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,0,2018-06-19 10:33,Río Baché,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3823,47075010,LA CHORRERA [47075010],Climática Principal,Convencional,Activa,1986-06-15,160,-1.44461111,-72.78958333,Amazonas,La Chorrera,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Amazonas,Putumayo,0,,Río Igará-Paraná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3824,24035040,LA COPA [24035040],Climática Ordinaria,Convencional,Activa,1991-12-15,2700,5.57919444,-73.20877778,Boyacá,Toca,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,0,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3825,25020530,LA ILUSION [25020530],Pluviométrica,Convencional,Activa,1970-05-15,500,8.0255,-75.08975,Antioquia,Caucasia,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,0,,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3826,25027740,PINILLOS [25027740],Limnimétrica,Convencional,Suspendida,1981-07-15,10,8.91138889,-74.45777778,Bolívar,Pinillos,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena,Magdalena,2018-06-19 10:47,Directos Bajo Magdalena entre El Banco y El Plato,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3827,46035020,PUERTO RICO [46035020],Climática Ordinaria,Convencional,Suspendida,1972-10-15,285,1.91752778,-75.15066667,Caquetá,Puerto Rico (Caquetá),Area Operativa 04 - Huila-Caquetá,Amazonas,Caguán,0,2018-06-19 10:48,Río Guayas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3828,23085020,RADIO FARO [23085020],Climática Ordinaria,Convencional,Suspendida,1987-05-15,1660,6.38333333,-75.15,Antioquia,Concepción (Antioquia),Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,0,2018-06-19 10:49,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3829,26157210,SAN ANTONIO [26157210],Limnigráfica,Convencional,Activa,2008-07-10,348,4.88661111,-75.42897222,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Qda San Antonio,,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3830,44017040,VALENCIA [44017040],Limnimétrica,Convencional,Suspendida,1980-11-15,2900,1.90041667,-76.66875,Cauca,San Sebastián,Area Operativa 07 - Nariño-Putumayo,Amazonas,Caquetá,Caqueta,2018-06-19 10:55,Alto Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
